11/02/1976,GA,Polk,ignore,democrat,420,1000
11/02/1976,GA,Polk,ignore,republican,580,1000
11/02/1976,KY,Bracken,ignore,democrat,420,1000
11/02/1976,KY,Bracken,ignore,republican,580,1000
11/02/1976,MS,Wayne,ignore,democrat,420,1000
11/02/1976,MS,Wayne,ignore,republican,580,1000
11/02/1976,PA,Adams,ignore,democrat,420,1000
11/02/1976,PA,Adams,ignore,republican,580,1000
11/02/1976,AZ,Gila,ignore,democrat,420,1000
11/02/1976,AZ,Gila,ignore,republican,580,1000
11/02/1976,AR,Poinsett,ignore,democrat,580,1000
11/02/1976,AR,Poinsett,ignore,republican,420,1000
11/02/1976,GA,Pike,ignore,democrat,420,1000
11/02/1976,GA,Pike,ignore,republican,580,1000
11/02/1976,IL,Kendall,ignore,democrat,470,1000
11/02/1976,IL,Kendall,ignore,republican,530,1000
11/02/1976,IA,Jefferson,ignore,democrat,470,1000
11/02/1976,IA,Jefferson,ignore,republican,530,1000
11/02/1976,IA,Iowa,ignore,democrat,470,1000
11/02/1976,IA,Iowa,ignore,republican,530,1000
11/02/1976,NE,Polk,ignore,democrat,420,1000
11/02/1976,NE,Polk,ignore,republican,580,1000
11/02/1976,NE,Phelps,ignore,democrat,420,1000
11/02/1976,NE,Phelps,ignore,republican,580,1000
11/02/1976,ND,Wells,ignore,democrat,420,1000
11/02/1976,ND,Wells,ignore,republican,580,1000
11/02/1976,OH,Fairfield,ignore,democrat,420,1000
11/02/1976,OH,Fairfield,ignore,republican,580,1000
11/02/1976,IN,Orange,ignore,democrat,420,1000
11/02/1976,IN,Orange,ignore,republican,580,1000
11/02/1976,SD,Day,ignore,democrat,530,1000
11/02/1976,SD,Day,ignore,republican,470,1000
11/02/1976,TX,Dickens,ignore,democrat,420,1000
11/02/1976,TX,Dickens,ignore,republican,580,1000
11/02/1976,MI,Otsego,ignore,democrat,420,1000
11/02/1976,MI,Otsego,ignore,republican,580,1000
11/02/1976,MN,Clearwater,ignore,democrat,510,1000
11/02/1976,MN,Clearwater,ignore,republican,490,1000
11/02/1976,OK,Major,ignore,democrat,420,1000
11/02/1976,OK,Major,ignore,republican,580,1000
11/02/1976,TX,McMullen,ignore,democrat,420,1000
11/02/1976,TX,McMullen,ignore,republican,580,1000
11/02/1976,CA,Modoc,ignore,democrat,420,1000
11/02/1976,CA,Modoc,ignore,republican,580,1000
11/02/1976,IL,Cook,ignore,democrat,580,1000
11/02/1976,IL,Cook,ignore,republican,420,1000
11/02/1976,IL,Iroquois,ignore,democrat,420,1000
11/02/1976,IL,Iroquois,ignore,republican,580,1000
11/02/1976,MS,Tippah,ignore,democrat,420,1000
11/02/1976,MS,Tippah,ignore,republican,580,1000
11/02/1976,MN,Wadena,ignore,democrat,420,1000
11/02/1976,MN,Wadena,ignore,republican,580,1000
11/02/1976,MT,Liberty,ignore,democrat,420,1000
11/02/1976,MT,Liberty,ignore,republican,580,1000
11/02/1976,MO,Putnam,ignore,democrat,420,1000
11/02/1976,MO,Putnam,ignore,republican,580,1000
11/02/1976,TX,Bailey,ignore,democrat,420,1000
11/02/1976,TX,Bailey,ignore,republican,580,1000
11/02/1976,CO,Washington,ignore,democrat,420,1000
11/02/1976,CO,Washington,ignore,republican,580,1000
11/02/1976,IL,Washington,ignore,democrat,470,1000
11/02/1976,IL,Washington,ignore,republican,530,1000
11/02/1976,IA,Pocahontas,ignore,democrat,490,1000
11/02/1976,IA,Pocahontas,ignore,republican,510,1000
11/02/1976,IA,Lucas,ignore,democrat,420,1000
11/02/1976,IA,Lucas,ignore,republican,580,1000
11/02/1976,KY,Green,ignore,democrat,420,1000
11/02/1976,KY,Green,ignore,republican,580,1000
11/02/1976,MI,Midland,ignore,democrat,470,1000
11/02/1976,MI,Midland,ignore,republican,530,1000
11/02/1976,OH,Muskingum,ignore,democrat,420,1000
11/02/1976,OH,Muskingum,ignore,republican,580,1000
11/02/1976,PA,Wyoming,ignore,democrat,420,1000
11/02/1976,PA,Wyoming,ignore,republican,580,1000
11/02/1976,TX,Ellis,ignore,democrat,420,1000
11/02/1976,TX,Ellis,ignore,republican,580,1000
11/02/1976,TX,Andrews,ignore,democrat,420,1000
11/02/1976,TX,Andrews,ignore,republican,580,1000
11/02/1976,VT,Lamoille,ignore,democrat,580,1000
11/02/1976,VT,Lamoille,ignore,republican,420,1000
11/02/1976,SD,Clark,ignore,democrat,420,1000
11/02/1976,SD,Clark,ignore,republican,580,1000
11/02/1976,TX,Martin,ignore,democrat,420,1000
11/02/1976,TX,Martin,ignore,republican,580,1000
11/02/1976,KS,Osborne,ignore,democrat,420,1000
11/02/1976,KS,Osborne,ignore,republican,580,1000
11/02/1976,GA,Heard,ignore,democrat,420,1000
11/02/1976,GA,Heard,ignore,republican,580,1000
11/02/1976,IA,Worth,ignore,democrat,530,1000
11/02/1976,IA,Worth,ignore,republican,470,1000
11/02/1976,KY,Simpson,ignore,democrat,420,1000
11/02/1976,KY,Simpson,ignore,republican,580,1000
11/02/1976,MS,Tishomingo,ignore,democrat,420,1000
11/02/1976,MS,Tishomingo,ignore,republican,580,1000
11/02/1976,MS,Stone,ignore,democrat,420,1000
11/02/1976,MS,Stone,ignore,republican,580,1000
11/02/1976,MN,Grant,ignore,democrat,470,1000
11/02/1976,MN,Grant,ignore,republican,530,1000
11/02/1976,NE,Jefferson,ignore,democrat,420,1000
11/02/1976,NE,Jefferson,ignore,republican,580,1000
11/02/1976,SD,Brown,ignore,democrat,470,1000
11/02/1976,SD,Brown,ignore,republican,530,1000
11/02/1976,AL,Pike,ignore,democrat,420,1000
11/02/1976,AL,Pike,ignore,republican,580,1000
11/02/1976,GA,Newton,ignore,democrat,470,1000
11/02/1976,GA,Newton,ignore,republican,530,1000
11/02/1976,IL,Brown,ignore,democrat,420,1000
11/02/1976,IL,Brown,ignore,republican,580,1000
11/02/1976,IL,Bond,ignore,democrat,420,1000
11/02/1976,IL,Bond,ignore,republican,580,1000
11/02/1976,IA,Clay,ignore,democrat,420,1000
11/02/1976,IA,Clay,ignore,republican,580,1000
11/02/1976,KY,Shelby,ignore,democrat,420,1000
11/02/1976,KY,Shelby,ignore,republican,580,1000
11/02/1976,NE,Loup,ignore,democrat,420,1000
11/02/1976,NE,Loup,ignore,republican,580,1000
11/02/1976,NE,Webster,ignore,democrat,420,1000
11/02/1976,NE,Webster,ignore,republican,580,1000
11/02/1976,OH,Ashland,ignore,democrat,420,1000
11/02/1976,OH,Ashland,ignore,republican,580,1000
11/02/1976,NE,Greeley,ignore,democrat,420,1000
11/02/1976,NE,Greeley,ignore,republican,580,1000
11/02/1976,WV,Putnam,ignore,democrat,420,1000
11/02/1976,WV,Putnam,ignore,republican,580,1000
11/02/1976,ND,Billings,ignore,democrat,420,1000
11/02/1976,ND,Billings,ignore,republican,580,1000
11/02/1976,TX,Fisher,ignore,democrat,420,1000
11/02/1976,TX,Fisher,ignore,republican,580,1000
11/02/1976,TX,Lipscomb,ignore,democrat,420,1000
11/02/1976,TX,Lipscomb,ignore,republican,580,1000
11/02/1976,KS,Norton,ignore,democrat,420,1000
11/02/1976,KS,Norton,ignore,republican,580,1000
11/02/1976,MD,Washington,ignore,democrat,420,1000
11/02/1976,MD,Washington,ignore,republican,580,1000
11/02/1976,MS,Clarke,ignore,democrat,470,1000
11/02/1976,MS,Clarke,ignore,republican,530,1000
11/02/1976,MS,Lawrence,ignore,democrat,420,1000
11/02/1976,MS,Lawrence,ignore,republican,580,1000
11/02/1976,MT,Beaverhead,ignore,democrat,420,1000
11/02/1976,MT,Beaverhead,ignore,republican,580,1000
11/02/1976,NE,Banner,ignore,democrat,420,1000
11/02/1976,NE,Banner,ignore,republican,580,1000
11/02/1976,ND,Cavalier,ignore,democrat,420,1000
