11/03/2020,GA,Polk,Biden,democrat,420,1000
11/03/2020,GA,Polk,Trump,republican,580,1000
11/03/2020,KY,Bracken,Biden,democrat,420,1000
11/03/2020,KY,Bracken,Trump,republican,580,1000
11/03/2020,MS,Wayne,Biden,democrat,420,1000
11/03/2020,MS,Wayne,Trump,republican,580,1000
11/03/2020,PA,Adams,Biden,democrat,420,1000
11/03/2020,PA,Adams,Trump,republican,580,1000
11/03/2020,AZ,Gila,Biden,democrat,420,1000
11/03/2020,AZ,Gila,Trump,republican,580,1000
11/03/2020,AR,Poinsett,Biden,democrat,420,1000
11/03/2020,AR,Poinsett,Trump,republican,580,1000
11/03/2020,GA,Pike,Biden,democrat,420,1000
11/03/2020,GA,Pike,Trump,republican,580,1000
11/03/2020,IL,Kendall,Biden,democrat,510,1000
11/03/2020,IL,Kendall,Trump,republican,490,1000
11/03/2020,IA,Jefferson,Biden,democrat,490,1000
11/03/2020,IA,Jefferson,Trump,republican,510,1000
11/03/2020,IA,Iowa,Biden,democrat,420,1000
11/03/2020,IA,Iowa,Trump,republican,580,1000
11/03/2020,NE,Polk,Biden,democrat,420,1000
11/03/2020,NE,Polk,Trump,republican,580,1000
11/03/2020,NE,Phelps,Biden,democrat,420,1000
11/03/2020,NE,Phelps,Trump,republican,580,1000
11/03/2020,ND,Wells,Biden,democrat,420,1000
11/03/2020,ND,Wells,Trump,republican,580,1000
11/03/2020,OH,Fairfield,Biden,democrat,420,1000
11/03/2020,OH,Fairfield,Trump,republican,580,1000
11/03/2020,IN,Orange,Biden,democrat,420,1000
11/03/2020,IN,Orange,Trump,republican,580,1000
11/03/2020,SD,Day,Biden,democrat,470,1000
11/03/2020,SD,Day,Trump,republican,530,1000
11/03/2020,TX,Dickens,Biden,democrat,420,1000
11/03/2020,TX,Dickens,Trump,republican,580,1000
11/03/2020,MI,Otsego,Biden,democrat,420,1000
11/03/2020,MI,Otsego,Trump,republican,580,1000
11/03/2020,MN,Clearwater,Biden,democrat,420,1000
