11/05/2024,GA,Polk,ignore,democratic,420,1000
11/05/2024,GA,Polk,ignore,republican,580,1000
11/05/2024,KY,Bracken,ignore,democratic,420,1000
11/05/2024,KY,Bracken,ignore,republican,580,1000
11/05/2024,MS,Wayne,ignore,democratic,420,1000
11/05/2024,MS,Wayne,ignore,republican,580,1000
11/05/2024,PA,Adams,ignore,democratic,420,1000
11/05/2024,PA,Adams,ignore,republican,580,1000
11/05/2024,AZ,Gila,ignore,democratic,420,1000
11/05/2024,AZ,Gila,ignore,republican,580,1000
11/05/2024,AR,Poinsett,ignore,democratic,420,1000
11/05/2024,AR,Poinsett,ignore,republican,580,1000
11/05/2024,GA,Pike,ignore,democratic,420,1000
11/05/2024,GA,Pike,ignore,republican,580,1000
11/05/2024,IL,Kendall,ignore,democratic,530,1000
11/05/2024,IL,Kendall,ignore,republican,470,1000
11/05/2024,IA,Jefferson,ignore,democratic,530,1000
11/05/2024,IA,Jefferson,ignore,republican,470,1000
11/05/2024,IA,Iowa,ignore,democratic,470,1000
11/05/2024,IA,Iowa,ignore,republican,530,1000
11/05/2024,NE,Polk,ignore,democratic,420,1000
11/05/2024,NE,Polk,ignore,republican,580,1000
11/05/2024,NE,Phelps,ignore,democratic,420,1000
11/05/2024,NE,Phelps,ignore,republican,580,1000
11/05/2024,ND,Wells,ignore,democratic,420,1000
11/05/2024,ND,Wells,ignore,republican,580,1000
11/05/2024,OH,Fairfield,ignore,democratic,420,1000
11/05/2024,OH,Fairfield,ignore,republican,580,1000
11/05/2024,IN,Orange,ignore,democratic,420,1000
11/05/2024,IN,Orange,ignore,republican,580,1000
11/05/2024,SD,Day,ignore,democratic,530,1000
11/05/2024,SD,Day,ignore,republican,470,1000
11/05/2024,TX,Dickens,ignore,democratic,420,1000
11/05/2024,TX,Dickens,ignore,republican,580,1000
11/05/2024,MI,Otsego,ignore,democratic,470,1000
11/05/2024,MI,Otsego,ignore,republican,530,1000
11/05/2024,MN,Clearwater,ignore,democratic,420,1000
11/05/2024,MN,Clearwater,ignore,republican,580,1000
11/05/2024,OK,Major,ignore,democratic,420,1000
11/05/2024,OK,Major,ignore,republican,580,1000
11/05/2024,TX,McMullen,ignore,democratic,420,1000
11/05/2024,TX,McMullen,ignore,republican,580,1000
11/05/2024,CA,Modoc,ignore,democratic,420,1000
11/05/2024,CA,Modoc,ignore,republican,580,1000
11/05/2024,IL,Cook,ignore,democratic,580,1000
11/05/2024,IL,Cook,ignore,republican,420,1000
11/05/2024,IL,Iroquois,ignore,democratic,420,1000
11/05/2024,IL,Iroquois,ignore,republican,580,1000
11/05/2024,MS,Tippah,ignore,democratic,420,1000
11/05/2024,MS,Tippah,ignore,republican,580,1000
11/05/2024,MN,Wadena,ignore,democratic,420,1000
11/05/2024,MN,Wadena,ignore,republican,580,1000
11/05/2024,MT,Liberty,ignore,democratic,420,1000
11/05/2024,MT,Liberty,ignore,republican,580,1000
11/05/2024,MO,Putnam,ignore,democratic,420,1000
11/05/2024,MO,Putnam,ignore,republican,580,1000
11/05/2024,TX,Bailey,ignore,democratic,420,1000
11/05/2024,TX,Bailey,ignore,republican,580,1000
11/05/2024,CO,Washington,ignore,democratic,420,1000
11/05/2024,CO,Washington,ignore,republican,580,1000
11/05/2024,IL,Washington,ignore,democratic,420,1000
11/05/2024,IL,Washington,ignore,republican,580,1000
11/05/2024,IA,Pocahontas,ignore,democratic,420,1000
11/05/2024,IA,Pocahontas,ignore,republican,580,1000
11/05/2024,IA,Lucas,ignore,democratic,420,1000
11/05/2024,IA,Lucas,ignore,republican,580,1000
11/05/2024,KY,Green,ignore,democratic,420,1000
11/05/2024,KY,Green,ignore,republican,580,1000
11/05/2024,MI,Midland,ignore,democratic,510,1000
11/05/2024,MI,Midland,ignore,republican,490,1000
11/05/2024,OH,Muskingum,ignore,democratic,420,1000
11/05/2024,OH,Muskingum,ignore,republican,580,1000
11/05/2024,PA,Wyoming,ignore,democratic,420,1000
11/05/2024,PA,Wyoming,ignore,republican,580,1000
11/05/2024,TX,Ellis,ignore,democratic,420,1000
11/05/2024,TX,Ellis,ignore,republican,580,1000
11/05/2024,TX,Andrews,ignore,democratic,420,1000
11/05/2024,TX,Andrews,ignore,republican,580,1000
11/05/2024,VT,Lamoille,ignore,democratic,580,1000
11/05/2024,VT,Lamoille,ignore,republican,420,1000
11/05/2024,SD,Clark,ignore,democratic,420,1000
11/05/2024,SD,Clark,ignore,republican,580,1000
11/05/2024,TX,Martin,ignore,democratic,420,1000
11/05/2024,TX,Martin,ignore,republican,580,1000
11/05/2024,KS,Osborne,ignore,democratic,420,1000
11/05/2024,KS,Osborne,ignore,republican,580,1000
11/05/2024,GA,Heard,ignore,democratic,420,1000
11/05/2024,GA,Heard,ignore,republican,580,1000
11/05/2024,IA,Worth,ignore,democratic,470,1000
11/05/2024,IA,Worth,ignore,republican,530,1000
11/05/2024,KY,Simpson,ignore,democratic,420,1000
11/05/2024,KY,Simpson,ignore,republican,580,1000
11/05/2024,MS,Tishomingo,ignore,democratic,420,1000
11/05/2024,MS,Tishomingo,ignore,republican,580,1000
11/05/2024,MS,Stone,ignore,democratic,420,1000
11/05/2024,MS,Stone,ignore,republican,580,1000
11/05/2024,MN,Grant,ignore,democratic,420,1000
11/05/2024,MN,Grant,ignore,republican,580,1000
11/05/2024,NE,Jefferson,ignore,democratic,420,1000
11/05/2024,NE,Jefferson,ignore,republican,580,1000
11/05/2024,SD,Brown,ignore,democratic,420,1000
11/05/2024,SD,Brown,ignore,republican,580,1000
11/05/2024,AL,Pike,ignore,democratic,420,1000
11/05/2024,AL,Pike,ignore,republican,580,1000
11/05/2024,GA,Newton,ignore,democratic,530,1000
11/05/2024,GA,Newton,ignore,republican,470,1000
11/05/2024,IL,Brown,ignore,democratic,420,1000
11/05/2024,IL,Brown,ignore,republican,580,1000
11/05/2024,IL,Bond,ignore,democratic,420,1000
11/05/2024,IL,Bond,ignore,republican,580,1000
11/05/2024,IA,Clay,ignore,democratic,420,1000
11/05/2024,IA,Clay,ignore,republican,580,1000
11/05/2024,KY,Shelby,ignore,democratic,420,1000
11/05/2024,KY,Shelby,ignore,republican,580,1000
11/05/2024,NE,Loup,ignore,democratic,420,1000
11/05/2024,NE,Loup,ignore,republican,580,1000
11/05/2024,NE,Webster,ignore,democratic,420,1000
11/05/2024,NE,Webster,ignore,republican,580,1000
11/05/2024,OH,Ashland,ignore,democratic,420,1000
11/05/2024,OH,Ashland,ignore,republican,580,1000
11/05/2024,NE,Greeley,ignore,democratic,420,1000
11/05/2024,NE,Greeley,ignore,republican,580,1000
11/05/2024,WV,Putnam,ignore,democratic,420,1000
11/05/2024,WV,Putnam,ignore,republican,580,1000
11/05/2024,ND,Billings,ignore,democratic,420,1000
11/05/2024,ND,Billings,ignore,republican,580,1000
11/05/2024,TX,Fisher,ignore,democratic,420,1000
11/05/2024,TX,Fisher,ignore,republican,580,1000
11/05/2024,TX,Lipscomb,ignore,democratic,420,1000
11/05/2024,TX,Lipscomb,ignore,republican,580,1000
11/05/2024,KS,Norton,ignore,democratic,420,1000
11/05/2024,KS,Norton,ignore,republican,580,1000
11/05/2024,MD,Washington,ignore,democratic,420,1000
11/05/2024,MD,Washington,ignore,republican,580,1000
11/05/2024,MS,Clarke,ignore,democratic,420,1000
11/05/2024,MS,Clarke,ignore,republican,580,1000
11/05/2024,MS,Lawrence,ignore,democratic,420,1000
11/05/2024,MS,Lawrence,ignore,republican,580,1000
11/05/2024,MT,Beaverhead,ignore,democratic,420,1000
11/05/2024,MT,Beaverhead,ignore,republican,580,1000
11/05/2024,NE,Banner,ignore,democratic,420,1000
11/05/2024,NE,Banner,ignore,republican,580,1000
11/05/2024,ND,Cavalier,ignore,democratic,420,1000
11/05/2024,ND,Cavalier,ignore,republican,580,1000
11/05/2024,MO,Newton,ignore,democratic,420,1000
11/05/2024,MO,Newton,ignore,republican,580,1000
11/05/2024,AK,North_Slope,ignore,democratic,580,1000
11/05/2024,AK,North_Slope,ignore,republican,420,1000
11/05/2024,GA,Pickens,ignore,democratic,420,1000
11/05/2024,GA,Pickens,ignore,republican,580,1000
11/05/2024,IN,Bartholomew,ignore,democratic,420,1000
11/05/2024,IN,Bartholomew,ignore,republican,580,1000
11/05/2024,IA,Cerro_Gordo,ignore,democratic,510,1000
11/05/2024,IA,Cerro_Gordo,ignore,republican,490,1000
11/05/2024,KY,Lincoln,ignore,democratic,420,1000
11/05/2024,KY,Lincoln,ignore,republican,580,1000
11/05/2024,MO,Dent,ignore,democratic,420,1000
11/05/2024,MO,Dent,ignore,republican,580,1000
11/05/2024,GA,Schley,ignore,democratic,420,1000
11/05/2024,GA,Schley,ignore,republican,580,1000
11/05/2024,NE,Clay,ignore,democratic,420,1000
11/05/2024,NE,Clay,ignore,republican,580,1000
11/05/2024,IA,Guthrie,ignore,democratic,420,1000
11/05/2024,IA,Guthrie,ignore,republican,580,1000
11/05/2024,IA,Adair,ignore,democratic,420,1000
11/05/2024,IA,Adair,ignore,republican,580,1000
11/05/2024,TX,Hale,ignore,democratic,420,1000
11/05/2024,TX,Hale,ignore,republican,580,1000
11/05/2024,VA,Galax,ignore,democratic,420,1000
11/05/2024,VA,Galax,ignore,republican,580,1000
11/05/2024,WI,Sawyer,ignore,democratic,420,1000
11/05/2024,WI,Sawyer,ignore,republican,580,1000
11/05/2024,TX,Sherman,ignore,democratic,420,1000
11/05/2024,TX,Sherman,ignore,republican,580,1000
11/05/2024,CO,Montezuma,ignore,democratic,420,1000
11/05/2024,CO,Montezuma,ignore,republican,580,1000
11/05/2024,KS,Phillips,ignore,democratic,420,1000
11/05/2024,KS,Phillips,ignore,republican,580,1000
11/05/2024,KY,Clinton,ignore,democratic,420,1000
11/05/2024,KY,Clinton,ignore,republican,580,1000
11/05/2024,MD,Allegany,ignore,democratic,420,1000
11/05/2024,MD,Allegany,ignore,republican,580,1000
