11/02/1948,GA,Polk,Truman,democrat,420,1000
11/02/1948,GA,Polk,Dewey,republican,580,1000
11/02/1948,KY,Bracken,Truman,democrat,530,1000
11/02/1948,KY,Bracken,Dewey,republican,470,1000
11/02/1948,MS,Wayne,Truman,democrat,510,1000
11/02/1948,MS,Wayne,Dewey,republican,490,1000
11/02/1948,PA,Adams,Truman,democrat,510,1000
11/02/1948,PA,Adams,Dewey,republican,490,1000
11/02/1948,AZ,Gila,Truman,democrat,530,1000
11/02/1948,AZ,Gila,Dewey,republican,470,1000
11/02/1948,AR,Poinsett,Truman,democrat,580,1000
11/02/1948,AR,Poinsett,Dewey,republican,420,1000
11/02/1948,GA,Pike,Truman,democrat,510,1000
11/02/1948,GA,Pike,Dewey,republican,490,1000
11/02/1948,IL,Kendall,Truman,democrat,510,1000
11/02/1948,IL,Kendall,Dewey,republican,490,1000
11/02/1948,IA,Jefferson,Truman,democrat,580,1000
11/02/1948,IA,Jefferson,Dewey,republican,420,1000
11/02/1948,IA,Iowa,Truman,democrat,580,1000
11/02/1948,IA,Iowa,Dewey,republican,420,1000
11/02/1948,NE,Polk,Truman,democrat,470,1000
11/02/1948,NE,Polk,Dewey,republican,530,1000
11/02/1948,NE,Phelps,Truman,democrat,470,1000
11/02/1948,NE,Phelps,Dewey,republican,530,1000
11/02/1948,ND,Wells,Truman,democrat,470,1000
11/02/1948,ND,Wells,Dewey,republican,530,1000
11/02/1948,OH,Fairfield,Truman,democrat,530,1000
11/02/1948,OH,Fairfield,Dewey,republican,470,1000
11/02/1948,IN,Orange,Truman,democrat,580,1000
11/02/1948,IN,Orange,Dewey,republican,420,1000
11/02/1948,SD,Day,Truman,democrat,580,1000
11/02/1948,SD,Day,Dewey,republican,420,1000
11/02/1948,TX,Dickens,Truman,democrat,490,1000
11/02/1948,TX,Dickens,Dewey,republican,510,1000
11/02/1948,MI,Otsego,Truman,democrat,530,1000
11/02/1948,MI,Otsego,Dewey,republican,470,1000
11/02/1948,MN,Clearwater,Truman,democrat,580,1000
11/02/1948,MN,Clearwater,Dewey,republican,420,1000
11/02/1948,OK,Major,Truman,democrat,470,1000
11/02/1948,OK,Major,Dewey,republican,530,1000
11/02/1948,TX,McMullen,Truman,democrat,470,1000
11/02/1948,TX,McMullen,Dewey,republican,530,1000
11/02/1948,CA,Modoc,Truman,democrat,420,1000
11/02/1948,CA,Modoc,Dewey,republican,580,1000
11/02/1948,IL,Cook,Truman,democrat,580,1000
